,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
1,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
2,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
3,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
4,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
5,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
6,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,105.0,105.0,105.0,105.0,105.0,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
7,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,105.0,95.0,95.0,95.0,105.0,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
8,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,105.0,95.0,95.0,95.0,105.0,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
9,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,105.0,95.0,95.0,95.0,105.0,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
10,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,105.0,105.0,105.0,105.0,105.0,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
11,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
12,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
13,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
14,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
15,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
16,160.0,159.01960784313727,157.45098039215685,155.88235294117646,154.31372549019608,152.7450980392157,151.5686274509804,150.7843137254902,150.0,149.2156862745098,148.4313725490196,147.2549019607843,145.68627450980392,144.11764705882354,142.54901960784315,140.98039215686273,140.0
